Project ID,Project Name,Lattitude,Longitude,Budget,Time Elapsed Percent,Fund Spent Percent,Physical Progress Percent
705298,North Region Video Surveillance Project,22.5937,78.9629,274.39,100.0,0.0,48.0
607653,Ludhiana Mullanpur 21Km Doubling Railway project,30.901,75.8573,234.78,88.32,26.15,99.0
705783,Ludhiana-Kila Raipur 19 km with freight line at Gill station,30.901,75.8573,260.33,87.85,41.67,70.0
611855,Nathdwara Mavli - Devgarh Madariya 82.542 km,26.9124,75.7873,1100.0,62.0,74.2,75.0
611929,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,26.9124,75.7873,166.86,100.0,0.0,0.0
616841,Pushkar - Merta Katyasani 51.346 km,26.9124,75.7873,799.64,46.05,30.27,7.0
616843,Ajmer-Chanderiya section 178.28 km Umbrella work PB57/2019-20/NR,26.9124,75.7873,1634.79,54.66,34.27,23.0
617403,SADULPUR - CHURU DOUBLING PROJECT,26.9124,75.7873,468.64,100.0,42.22,95.0
617404,North Western Railway - New line between Ramdevra and Pokhran via Bhairav Gufa - Kailash Tekri 13.38 Km PB30/NR/2025-26,26.9124,75.7873,189.21,13.58,30.29,3.0
705752,Gudha-Thathana Mithri - Construction of dedicated test track for testing and trial of rolling stocks and infrastructure components umbrella work PB23/2018-19/NR,26.9124,75.7873,540.0,96.36,60.41,95.0
705919,Agra Fort-Bandikui Doubling Line Project,26.9124,75.7873,1390.0,86.8,38.12,56.0
706836,Dedicatedtest track for RDSO Phase-2 34 km Umbrella work PB22/2019-20/NR,26.9124,75.7873,619.19,94.91,94.69,98.0
706866,Sawaimadhopur - Bypass line 6.98 km Umbrella work PB57/2019-20/NR,26.9124,75.7873,239.0,75.64,78.69,72.0
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,13.0827,80.2707,734.01,100.0,66.28,99.9
613002,Redevelopment of Chennai Egmore Station,13.0827,80.2707,842.0,100.0,40.38,0.0
705244,Coach Production Factory Upgradation Project,13.0827,80.2707,520.0,100.0,36.97,0.0
705489,Madurai-Tuticorin via Aruppukkottai 143.5 km,13.0827,80.2707,2053.39,69.68,17.1,14.0
617409,Railway Manufacturing Unit,17.385,78.4867,521.36,100.0,94.39,91.0
400204,"Bahraich - Khalilabad via Bhinga, Shravasti, Balrampur, Utraula, Domriyaganj, Mehdawal, Bansi 240.26 km",26.8467,80.9462,4939.78,38.22,33.83,15.0
400205,Sahjanwa - Dohrighat 81.17 km,26.8467,80.9462,1319.75,33.99,55.17,1.0
617213,"Varanasi- Pt. Deen Dayal Upadhyaya - Multitracking 15 km, including construction of a new Rail- cum- Road Bridge across Ganga River",26.8467,80.9462,2464.46,23.92,4.46,5.0
617252,Anand Nagar - Ghughuli via Maharajganj 53.37 km,26.8467,80.9462,1501.1,26.71,59.19,12.0
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km PB73/2023-24/NR,26.8467,80.9462,237.38,75.94,33.06,22.0
705567,Burhwal - Gonda - 3rd line 61.72 km,26.8467,80.9462,1307.62,100.0,59.44,100.0
705588,Janghai - Pratapgarh - Amethi 87 km,26.8467,80.9462,1528.83,100.0,79.57,80.0
705766,Lalitpur - Birari with flyover at Lalitpur 15.80 km,26.8467,80.9462,356.1,100.0,80.63,85.0
705772,Mughalsarai - Allahabad - 3rd line 150 km,26.8467,80.9462,2649.44,90.66,76.53,77.0
705774,Aligarh-Daud Khan - 3rd line 6.9 km & construction of flyover at Daud Khan,26.8467,80.9462,779.49,90.4,50.7,87.0
705777,Bhandai - Flyover for Etawah bound down trains 10 km,26.8467,80.9462,250.18,56.67,58.7,11.0
705780,Bhatni - Aunrihar with electrification 125 km excl Indara - Mau 116.95 km,26.8467,80.9462,2529.46,100.0,90.74,94.0
705782,Barabanki-Malhaur - 3rd & 4th Line 32.84 km,26.8467,80.9462,480.13,99.93,92.5,77.0
400247,"Kalinarayanpur-Krishnanagar with Krishnanagar-Shantipur-Nabadwipghat - GC, Krishnanagar-Chartala, MM for Krishnanagar-Chapra-NL, Naihati-Ranaghat-3rd line, Nabadwipghat-Nabadwipdham upto BB loop 9.58 km, Ranaghat-Lalgola-",22.5726,88.3639,2153.91,92.87,42.98,49.0
400273,"Tarakeswar-Bishnupur with extension upto Dhaniakhali, Arambagh-Irphala, Irphala- Ghatal 11.2 km, Arambagh-Champadanga 23.3 km & Bishnupur-Uparsol 31.8 km and new material modification for Mynapur-Kamarpukur via Birsha 19 km",22.5726,88.3639,1878.82,100.0,85.57,75.0
612096,Construction of Balurghat-Hilli new BG Line,22.5726,88.3639,1181.57,96.41,43.85,18.0
619184,"Total (190) 465721.36 459390.96 Rehabilitation and up-gradation and completion of balance works of the section from Km 107.760 km to 129.445 km After Middle strait to Humphrey, Km 130.600 to 138.300 After Humphrey to Kadamtala of NH-4 Intermediate/2-Lane with hard shoulder in the Union Territory of Andaman & Nicobar Islands on EPC basis Package- Andaman &",22.5937,78.9629,376.48,87.76,0.0,81.95
619185,Rehabilitation and up-gradation and completion of balance work of section from Km 155.00 to Km 181.00 End of Jarwa to Rangat of NH -4 Total length 26 Km to Intermediate Lane/2-lane with hard shoulders in the UT of A&N Islands on EPC basis - Andaman &,22.5937,78.9629,333.12,79.4,49.12,50.15
619186,Construction of Balance works of Major Bridge over Middle Strait Creek between Km.106.590 to km108.553 of NH-04 connecting South Andaman & Baratang Island in the Union Territory of Andaman & Nicobar Islands on EPC basis Andaman &,22.5937,78.9629,371.88,86.97,30.16,12.98
617984,"Gudivada Town 2 RoB, and Road improvement NH-165",16.5062,80.648,317.22,84.79,50.01,75.2
617985,Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to Akiveedu,16.5062,80.648,588.65,86.35,42.18,74.41
617986,Kurnool/Kadapa Border-Jammalamadugu section of NH-167K i.e. Design Ch. Km 248010 to km 269900 to 2,16.5062,80.648,292.63,83.15,0.0,95.77
617987,Nandyala-Kurnool/Kadapa Border section of NH-167K i.e. Km 186/000 to Km 250/000Design Ch.186000 to 248010 to 2LPS,16.5062,80.648,691.81,45.62,0.0,49.71
617988,Sangameswaram - Atmakuru section from Km 96 to Km 124 & Velegodu- Nandyal section including Nandyal Bypass from Km 143/6 to 185/9 NH-167K,16.5062,80.648,644.14,54.11,0.0,41.98
617991,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch. 14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in the State of Andhra Pradesh under Corridor Approach through Engineering, Procurement",16.5062,80.648,290.15,96.49,48.88,91.9
618013,4-laning of Puttaparthi-Koduru Section of NH-342,16.5062,80.648,909.19,99.9,51.04,90.19
618037,Rehabilitation and Up-gradation of existin of road from 2-lane to 2-lane with paved shoulders from km. 0.00 to km 53.590 total length-53.590 km of Raychoti to Vempalli section of NH-440 in the State of Andhra Pradesh on EPC mode.,16.5062,80.648,359.52,97.98,59.28,90.2
618052,Gorantla - Hindupur section from Km 120/300 to 165/000 of NH716G in the State of Andhra Pradesh,16.5062,80.648,808.7,49.86,0.0,37.7
618053,Muddanur to B. Kothapalli section of NH-716G from Km. 0/000 to Km. 56/500 56.500 Km in the State of Andhra Pradesh on EPC mode Job no. 741,16.5062,80.648,1019.97,49.86,0.0,33.55
618101,Kondamodu to Perecherla Section Design Ch. Km 000 to Km 49917 of NH-167AG to to 4LPS,16.5062,80.648,881.61,66.58,0.0,37.95
618103,Rehabilitation and upgradation from Km 22300 to 58635 of MudireddyPalle to Kadapa/Nellore Border via porumamilla Section of NH 167 Two Lane with paved Shoulder in,16.5062,80.648,279.29,100.0,60.4,90.33
618125,Rehabilitation and upgradation of NH 326A from km 0/0 to 41/979 excluding km 2/255 to 3/372 and km 36/820 to 38/275 Odisha border to Narasamapeta to two lane with paved Shoulders in the State of Andhra Pradesh under NHO on EPC Mode,16.5062,80.648,228.32,100.0,19.68,100.0
618193,Widening of Existing Road to Two Lane with Paved Shoulder Configuration from Km 0.00 to 26.000 & Km 45.200 To 59.622 Of NH 365BB in the State of Andhra Pradesh Under Annual Plan 2023-24 through EPC Mode,16.5062,80.648,368.63,79.8,20.65,45.62
618194,Rehabilitation and upgradation of New NH 544DD from design Chainage Km. 56/000 to 102/20 of Kalyandrg - Molakalmuru Section,16.5062,80.648,285.29,100.0,109.5,98.52
618236,Rehabilitation and Up-gradation of Dhindi - Digamarru section from Km 126/510 to Km 135/740 of NH -214 New NH -216 and digamarru -Losari section from Km 0/000 tp Km 34/230 of NH-214 A New Nh-216 to two lane with paved shoulder in the state of,16.5062,80.648,288.76,100.0,77.03,100.0
618238,Rehabilitation and Up-gradation of Thimmapuram to Gurajanapalli section from Km 26/150 to Km 41/161 of NH - 214 New NH - 216 to two lane with paved shoulder in the state of Andhra Pradesh under NHDP-IV,16.5062,80.648,432.91,99.09,54.04,98.2
618239,"Rehabilitation & Upgradation of NH214 New NH-216 from Km 34/230 to Km 84/550 Losari to Machavaram Section to two lane with paved shoulder in the state of Andhrapradesh under NHDP-IV through Engineering, Procurement& Construction",16.5062,80.648,459.37,100.0,111.63,98.6
618254,Construction of Paderu bypass Km 0000 to Km 13000 of 2- lane with paved shoulder on NH-516E,16.5062,80.648,244.43,82.4,8.98,13.0
618255,Two laning with paved shoulders of Lambasingi to Paderusection of NH 516E,16.5062,80.648,358.05,82.48,40.76,56.69
618256,"Rehabilitation and Upgradation to 2-lane with paved should ders Sir, configuration of Chaprathipalem to Lambasingi section Km 165500 to Km 205000 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP",16.5062,80.648,311.22,100.0,67.81,93.01
618257,Rehabilitation and Upgradation to 2-lane with paved shoulders configuration of Koyyuru to Chaprathipalem section Km 120000 to Km 165500 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP,16.5062,80.648,349.29,100.0,75.83,98.09
618412,Construction of i Connecting Road from Z-Morh Tunnel to Zojila Tunnel Road Length 18.475km and ii 14.150 Km long 2-L Bi-directional single tube Zoji-la Tunnel across Zojila Pass on Sonamarg - Kargil section from Km 82 to Km 118 of NH-01 under,16.5062,80.648,6808.69,79.47,52.5,68.8
618475,Bangalore Chennai Expressway Phase-II Pkg-II from km.96.000 to Km 127.000 Baireddypalle to Bangarupalem section,16.5062,80.648,2548.04,94.91,52.29,94.24
618476,Bangalore Chennai Expressway Phase-II Pkg-III from km.127.000 to Km 156.000 Bangarupalem to Gudipala section,16.5062,80.648,1407.33,99.93,61.72,99.46
618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,16.5062,80.648,192.85,58.55,28.95,39.1
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,16.5062,80.648,223.29,41.51,19.62,18.9
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,16.5062,80.648,665.59,99.96,96.75,95.73
618579,6L of Anandapuram Pendurthi Anakapalli Section from km. 681.000 to km. 731.780 of NH-16,16.5062,80.648,2957.25,99.96,80.35,100.0
618629,Nandigama Bypass and Kanchikacherla bypass,16.5062,80.648,444.58,98.97,87.22,98.47
618633,4L of Kadapa China Orampadu section of NH-716 Package I of Kadapa-Renigunta section,16.5062,80.648,1732.66,20.79,6.14,5.01
618682,6L Korlam-Kantakapalle Section of NH-130CD Road from Km 421.100 to Km 445.100 Pkg-3,16.5062,80.648,1127.63,99.94,75.38,99.5
618700,Renigunta - Poyya - Naidupeta km 124.60 to km 183.4 of NH 71,16.5062,80.648,2510.14,98.12,66.82,98.6
618712,6L Access Controlled Greenfield Highway from Kodur Ch. 0000 to Vanavolu Ch. 24300 of [NH-544G] Package-1,16.5062,80.648,798.25,81.05,44.83,87.65
618713,6L Access Controlled Greenfield Highway from Yerragudipadu Ch. 129000 to Audireddipalle Ch. 160000 of [NH 544G] Package-6,16.5062,80.648,1019.69,66.54,27.67,47.2
618714,6L Access Controlled Greenfield Highway from Nallacheruvu palli Ch. 96300 to Yerragudipadu Ch. 129000 of [NH-544G] Package-5,16.5062,80.648,1095.78,74.92,35.52,67.05
618715,6L Access Controlled Greenfield Highway from Odulapalle Ch. 72000 to Nallacheruvu- palli Ch. 96300 of [NH-544G]Package-4,16.5062,80.648,946.1,78.87,42.61,76.97
618716,6L Access Controlled Greenfield Highway from Vankarakunta Ch. 45700 to Odulapalle Ch. 72000 of [NH-544G]Package-3,16.5062,80.648,888.07,80.55,39.55,77.21
618717,6L Access Controlled Greenfield Highway from Vanavolu Ch. 24300 to Vankarakunta Ch. 45700 of [NH-544G] Package-2,16.5062,80.648,626.91,82.66,41.7,87.24
618718,6L Access Controlled Greenfield Highway from Kavulakuntla Ch. 196000 to Narayanmpet Ch. 203500Package-09,16.5062,80.648,956.4,52.76,25.32,54.56
618719,6L Access Controlled Greenfield Highway from Mallapalle Ch. 176000 to Kavulakuntla Ch. 196000 Package-08,16.5062,80.648,751.81,73.11,38.58,65.92
618720,6L Access Controlled Greenfield Highway from Audireddipalle Ch. 160000 to Mallapalle Ch. 176000Package-07,16.5062,80.648,848.06,78.33,39.91,73.78
618721,6L Access Controlled Greenfield Highway from Chandrasekharapuram Ch. 228000 to Polavaram Ch. 260000of [NH-544G] Package-11,16.5062,80.648,1110.33,71.34,32.28,64.2
618759,4L PS Mydukur - Badvel from Km 585.820 to Km 630.960 of NH-67,16.5062,80.648,1103.87,94.49,53.07,90.4
618777,4L of Pileru to Kalur Section from Km 55.900 to Km 92.800 & Km 94.500 to Km 95.717 of NH-71Package-II,16.5062,80.648,592.85,99.9,41.57,98.84
618778,4L of Madanapalle to Pileru Section from Km 0.000 to Km 55.900 of NH-71Package-I,16.5062,80.648,1994.1,99.92,59.31,94.9
618803,Development of 4L Road from Samarlakota to Achampeta Junction as part of Kakinada Port Connectivity to NH-16 Rajanagaram Junction in East Godavari District,16.5062,80.648,750.2,89.9,90.65,93.0
618804,Dedicated Port road to Krishnapatnam Port Package-I from Km. 0.000 to Km. 18.000,16.5062,80.648,341.36,92.93,90.97,80.19
618805,6L Connectivity to Port Road from Sabbavaram Sheelanagar-NH516C,16.5062,80.648,977.33,24.66,15.91,7.2
618806,Improvement of 4L road to 6L road and 4L dedicated Port Roads for the Port connectivity road from Convent junction to Sheelanagar Junction,16.5062,80.648,680.21,88.1,72.61,79.0
618807,"4L Greenfield Road connecting North and South industrial cluster of Khandaleru Creek near Krishnapatnam port at Thamminapatnam to Mollur from Km 0.0 to Km 16.046, Part I & 6L extension of dedicated port road of NH-67 Km 18.0 to Km 19.3, Part II",16.5062,80.648,559.98,87.36,103.44,84.03
618826,4 Laning of NH-544D from Km 0.000 to km 37.000 of Anantapur- Muchukota section Pkg-1,16.5062,80.648,905.98,99.91,51.67,92.34
618827,4 Laning of NH-544D from Km 37.000 to km 69.000 of Muchukota- Bugga section Pkg-2,16.5062,80.648,1055.23,89.9,44.25,84.92
618920,Access Controlled Highway of 4 Lane with Paved Shoulders from TN/AP Border Design Chainage Km 6151 to Puttur Design Chainage Km 81540 of NH-716 & 6 Lane with Paved Shoulders from Mallavaram to Renigunta,16.5062,80.648,1260.37,74.02,14.97,42.48
619076,Six Laning of Vijayawada Bypass from Chinna Avutapalli to Gollapudi in Vijayawada - Gundugolanu Section from km. 0.00 to km. 30.00 Pkg-III,16.5062,80.648,1883.71,98.43,54.39,98.2
619102,4 L of China Orampadu-Renigunta section of NH-716 Package-II of Kadapa- Renigunta section,16.5062,80.648,1500.11,20.79,8.07,2.25
619111,6L Jakkuva Korlam Section of NH-130CD Road from km 396.800 to km 421.100 Pkg 2,16.5062,80.648,840.51,99.94,68.28,99.83
619112,6L Kantakapalle Sabbavaram Section of NH-130CD Road from Km 445.100 to Km 464.662 Pkg-4,16.5062,80.648,1012.57,91.92,69.37,84.6
619123,6L Access Controlled Greenfield Highway from Narayanmpet Ch. 203500 to Chandrasekharpuram Ch. 228000Package-10,16.5062,80.648,678.21,73.11,32.93,66.12
619124,6L Access Controlled Greenfield Highway from Polavaram Ch. 260000 to Marripudi Ch. 285500 of [NH-544G]Package-12,16.5062,80.648,626.83,76.88,40.03,70.2
619125,6L Access Controlled Greenfield Highway from Somavarappadu Ch.314.600 to Muppavaram Ch.343240 of [NH-544G] Package-14,16.5062,80.648,943.66,68.09,28.36,44.56
619126,6L Access Controlled Greenfield Highway from Marripudi Ch. 285500 to Somavarappadu Ch. 314600 of [NH-544G] Package-13,16.5062,80.648,798.71,78.87,46.43,73.0
619140,6L of Naidupeta Junction - Turpukanupur Section from km 57.046 to km 91.927,16.5062,80.648,965.58,70.77,40.27,53.7
619141,Construction of four lane access controlled highway from Chillakuru cross road to Turpu KanupurPart 1 of Package - II km 0.000 131.500 of NH - 16 to km 23.770 on New NH-516W including six lane flyover and approaches on NH-16 length km 1.050 and six lane access controlled from Turpu Kanupur to Port South Gate Part 2 of,16.5062,80.648,844.39,100.0,42.51,55.53
619160,Balance works in AP Portion and punch list items in TN & AP portion of NH-205,16.5062,80.648,113.46,100.0,86.83,100.0
617892,Construction of 2-lane road of Potin to Pangin section of NH-13 from Km 163.59 to Km 206.66 Package-5 on EPC Mode in the State of Arunachal Pradesh under Arunachal Pradesh Package of Roads and Highways of SARDP-NE [Job No SARDP-NE/P-,27.0844,93.6053,450.65,97.13,76.56,96.61
618401,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang Package- III from design Km 60.000 to Km 121.500 Design Length 61.500 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode",27.0844,93.6053,1418.67,36.04,6.57,1.7
618402,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang from Design Km 0.000 to Km 53.000 Design Length 53.000 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode Package-I",27.0844,93.6053,1262.43,47.17,20.23,19.13
618403,Construction of Intermediate Lane Road with hard shoulder from design Km 0.000 to Km 17.387 Total length 17.387 km of Hunli to Ithun Bridge section on NH-913 Frontier Highway in State of Arunachal Pradesh on EPC mode under NHO-NE,27.0844,93.6053,275.5,78.9,59.22,56.18
618404,Construction of lntermediate Lane Road with hard shoulder from design chainage Km 0.000 to Km 53.040 Existing Length68.500 Km & Total Design length 53.04 km of Tato to Monigong section of NH-913 Frontier Highway on Nafra Bomdila to Vijaynagar,27.0844,93.6053,625.61,49.89,43.1,22.81
618405,"Construction of Intermediate Lane of Pango to Jorging Road from 0000 to Design Km Design Km 40000 Design Length 40.00 Km, Pkg-l, Greenfield Alignment in the State of Arunachal Pradesh on EPC mode Pkg-1",27.0844,93.6053,898.19,63.23,28.45,39.86
618433,Construction of Balance work of 2-Lane with PS of Joram Koloriang Road from existing Km122.600 to km138.00 [Design Km108.724 to Km123.714] in Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,27.0844,93.6053,184.89,100.0,84.6,99.69
618434,Roing-Hunli Road Greenfield Alignment Project,27.0844,93.6053,1718.59,98.02,65.37,82.45
618445,Construction of 2-Laning with hard shoulders of Demwe-Brahmakund section of NH- 13 from Ch.0.00 km to 18.464 km on EPC under SARDP-NE NHO-NE -Balance Work,27.0844,93.6053,353.9,46.55,7.58,19.57
619014,"lmprovement and Widening to 2 lane with paved Shoulder of NH-15 old NH-52 from Existing Km 770.600 Design Km 24.819 to Existing km 805.750 Design Km 59.885 Kamlang T-Junction to Chowkham, Existing Length 35.150 Km, Design Length-35.066",27.0844,93.6053,316.73,24.66,11.04,15.06
619248,"lmprovement and Widening to 2-lane with Paved Shoulder of NH-13 & 15 Old NH-52 from Existing Km 745.60 Design Km 0.000 to Existing km 770.600 Design Km 24.819 Brahmakund T-junction to Kamlang T-Junction, Existing Length 25.00 Km, Design",27.0844,93.6053,441.41,8.21,5.86,14.69
617895,Construction of Mangaldoi Bypass NH-15 starting at Ch 26400 and terminating at Ch 41505 under Rangia NH Division L 15.105 Km in the State of Assam. Job No. 15/AS/2021-22/234,26.1445,91.7362,535.03,90.82,39.11,76.32
617896,"Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH- 31Dumardoha Pt-II and Terminating at Km 862.17 Baladmara via. Khudimari Pt.- II, Fulkumari, Charaldanga, Sajuakuti,Geramari Pt.-III and finally meeting at km 862.17 of NH-17New/ NH-31Old in the State of Assam under EPC Mode Job no. 31/AS/ 2023-",26.1445,91.7362,421.15,88.69,0.0,34.0
618034,Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150 Deurikuchi Length8.25Km on NH-427 in the state of Assam under EPC ModeJob No.427/AS/2022-23/245,26.1445,91.7362,173.65,99.82,6.55,20.0
618159,"Construction of new 2 Lane with paved shoulders of NH Standards from km 0.080 to km 11.690 L11.610 km in Majuli and from km 19.715 to km 27.484 L 7.769 km in Jorhat on the newly declared NH 715K and construction of 1.10 km flyover on NH-715 with its approaches and service roads L1.10 km, Total Length 20.479 km in the State",26.1445,91.7362,382.1,60.99,7.58,6.7
618160,"Construction of 2 lane Major Bridge including approaches over Brahmaputra between Majuli on North Bank and Jorhat on South Bank from km. 11.690 to km. 19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam Job no.",26.1445,91.7362,1019.17,33.15,0.0,3.25
618282,4-L Bilasipara-Guwahati Package-10,26.1445,91.7362,1264.9,82.04,50.04,64.48
618283,4-L Bilasipara-Guwahati Package-9,26.1445,91.7362,1000.27,82.04,50.53,59.78
618284,Widening/Improvement to 4-Lane with paved shoulder from Km 99930 to Km 143680 Design Chainage 96000 to 139750 of Paikan to Dhupdhara Sahar of Bilasipura- Guwahati Road on NH-17 in the state of Assam on EPC mode under Bharatmala Pariyojana in Economic Corridors Project Length 43.750km under NHO-NE Package-,26.1445,91.7362,1457.59,88.78,66.05,85.87
618286,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km 4385 across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,26.1445,91.7362,746.76,93.37,58.36,81.07
618287,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia",26.1445,91.7362,1338.61,66.56,14.88,12.45
618288,Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near,26.1445,91.7362,1081.15,59.82,15.09,35.0
618289,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,26.1445,91.7362,224.85,100.0,93.37,97.76
618308,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH- 37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors,26.1445,91.7362,728.97,77.39,46.61,57.17
618309,Widening/lmprovement to 4-Laning and Greenfield alignment with Paved shoulder of Silchar-Badarpur Churaibari section of NH-37 & NH-8 from Design chainage 38.600 End point of proposed Badarpur Bypass to Km. 62.800 Start point of proposed,26.1445,91.7362,1319.55,49.86,14.03,23.07
618310,Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from design Ch 0020 Start of proposed Karimganj Bypass from NH -8 to design Chainage Km 14380 near Sutarkandi Spur Connectivity to Indo/Bangladesh Border on Silchar-,26.1445,91.7362,791.79,74.66,17.12,41.88
618311,Widening/lmprovement to 4-Lane with Paved shoulder for existing as well as Greenfield alignment of Badarpur Churaibari section of NH-8 from Design chainage 87.700 Chandkhira to Km. 106.500 Churaibari section Assam-Tripura border in the,26.1445,91.7362,870.0,70.82,18.17,40.99
618312,Widening/lmprovement to 4-Lane with Paved Shoulder from existing road and Greenfield alignment form Design Ch. 62.800 start of proposed Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of NH-8 on Silchar-Churaibari,26.1445,91.7362,1258.13,53.23,14.85,14.04
618313,Widening/lmprovement of Existing 2 lane to 4-Laning of Karimganj-Silchar section of NH-37 from Design Ch 0.000 near Silchar ISBT to Design Ch 15.970 near Kalinagar Pt I on NH-37 in Assam on HAM Mode Pkg-1,26.1445,91.7362,1181.55,45.62,15.12,41.26
618314,4-Laning of Dhanehari Lailapur / Vairengte section from Existing Chainage km 12920 to km 43000 of NH 306 Design Chainage km 20000 to km 49360 on Silchar - Vairengte Sairang road in the State of Assam under Bharatmala Pariyojna on EPC,26.1445,91.7362,1716.21,81.05,61.63,81.65
618315,4-Laning of Silchar - Dhanehari section from Existing Chainage km 263800 of NH 37 to km 12920 of NH 306 Design Chainage km 0000 to km 20000 on Silchar - Vairengte - Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode,26.1445,91.7362,1256.9,81.56,50.3,59.65
618326,Widening/Improvement to 4-Lane with Paved Shoulder from KM 38500 to Km 51246 Design Chainage 38500 to 50959 with proposed Daboka Bypass of Daboka- Parokhaowa of NH 29 on EPC under NHO-NE Package-1,26.1445,91.7362,516.88,100.0,62.49,99.7
618331,lmprovement to 4-Lane with Paved Shoulder from existing km 260000 Design Ch.4560 km to existing km Ch.233000 D. Ch.24560 of Silchar near Nutan Dayapur village - Budha Nagar Section Length-20.00 Km of NH-37 under Package Silchar-,26.1445,91.7362,957.95,52.6,22.41,47.27
618340,Widening/Improvement to 4-Lane with Paved Shoulder from km 626030 Nalani hulla Gaon to km 650450 Chotahapjan on existing Tinsukhia -Makum Bypass of NH-15 OLD NH-37 and Strengthening of existing NH-315 OLD NH-38 from Km 0000 Chotahapjan to Km 16900 Bogapani section 2-Lane PS in Assam on EPCMode under,26.1445,91.7362,458.59,95.04,56.92,88.99
618351,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 156.489 near P. Leikul to km 176.410 near Borowapu on EPC mode under NHO-NE Assam portion Package-10,26.1445,91.7362,693.15,97.16,87.34,90.5
618352,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 136.500 near Hejaichak to km 156.489 near P. Leikul Package-9 on EPC mode under NHO-NE Package-9,26.1445,91.7362,614.43,97.16,91.06,87.5
618353,Widening & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 116.480 near Hangrum to km 136.500 near Hejaichak Package-8 on EPC mode under NHO-NE Package 8,26.1445,91.7362,904.04,97.16,62.33,85.2
618354,Wideinig & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 96.870 near Jiri River to km 116.550 near Hangrum Package-7 on EPC mode Package7,26.1445,91.7362,846.82,87.76,56.9,90.36
618371,"Widening/Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Srirampur near Bhairiguri Village to Kachukhana Harichara Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km 28.050 Design Km 0.000 to Km 27.650, Design Length27.650 Km under JICA ODA",26.1445,91.7362,613.89,87.26,62.65,89.5
618373,"Construction of 4-Lane Bridge including approaches over River Brahmaputra between Dhubri on North Bank,Assam and Phulbari on south Bank,Meghalaya on NH-127B under JICA ODA Loan assistance Phase-III",26.1445,91.7362,4997.04,73.05,61.66,77.14
